C00005470 161993-01-7 Quercetin 3-neohesperidoside-7-rhamnoside || 3-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-7-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C33H40O20 756.21129372 
C00011174 612844-31-2 Luteolin 7-O-(2-apiofuranosyl-4-glucopyranosyl-6-malonyl)glucopyranoside || 7-[[O-D-apio-beta-D-furanosyl-(1->2)-O-[beta-D-glucopyranosyl-(1->4)]-6-O-(carboxyacetyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C35H40O23 828.19603759 
C00013660 211561-67-0 Luteolin 7-apiosyl(1->6)glucoside || 7-[(6-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C26H28O15 580.14282023 
C00013661 160698-21-5 Luteolin 7-rhamnosyl(1->6)galactoside || Luteolin 7-robinobioside || 7-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-galactopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C27H30O15 594.15847029 
C00013669 173792-54-6 Luteorin 7-(6''''-acetylallosyl-(1->3)-glucosyl-(1->2)-glucoside || Veronicoside A || 7-[(O-6-O-Acetyl-beta-D-allopyranosyl-(1->3)-O-beta-D-glucopyranosyl-(1->2)-beta-D-glucopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C35H42O22 814.21677303 
C00013859 187410-77-1 Quercetin 3-glucosyl-(1->4)-rhamnoside-7-rutinoside || 3-[(6-Deoxy-4-O-beta-D-glucopyranosyl-alpha-L-mannopyranosyl)oxy]-7-[[6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C39H50O25 918.26411715 
C00013860 637774-58-4 Quercetin 3-rhamnosyl-(1->6)-[glucosyl-(1->2)-glucoside]-7-rhamnoside || 3-[[O-6-Deoxy-alpha-L-mannopyranosyl-(1->6)-O-[beta-D-glucopyranosyl-(1->2)]-beta-D-glucopyranosyl]oxy]-7-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C39H50O25 918.26411715 
C00013885 351217-48-6 Quercetin 3-rutinoside-7-(6''-benzoylglucoside) || 7-[(6-O-Benzoyl-beta-D-glucopyranosyl)oxy]-3-[[6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C40H44O22 876.23242309 
C00013893 412929-24-9 Quercetin 3-rhamnosyl-(1->6)-[rhamnosyl-(1->2)-(3''-(E)-p-coumaroylgalactoside)]-7-rhamnoside || 3-[[O-6-Deoxy-alpha-L-mannopyranosyl-(1->2)-O-[6-deoxy-alpha-L-mannopyranosyl-(1->6)]-3-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propenyl]-beta-D-galactopyranosyl]oxy]-7-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C48H56O26 1048.30598197 
C00000968 520-33-2 Hesperetin C16H14O6 302.07903818 
C00000968 520-33-2 Hesperetin C16H14O6 302.07903818 
C00000968 520-33-2 Hesperetin C16H14O6 302.07903818 
C00000968 520-33-2 Hesperetin C16H14O6 302.07903818 
C00000968 520-33-2 Hesperetin C16H14O6 302.07903818 
C00000968 520-33-2 Hesperetin C16H14O6 302.07903818 
C00033243 2494-12-4 N-Acetyldopamine C10H13NO3 195.08954329 
C00033243 2494-12-4 N-Acetyldopamine C10H13NO3 195.08954329 
C00033243 2494-12-4 N-Acetyldopamine C10H13NO3 195.08954329 
C00033243 2494-12-4 N-Acetyldopamine C10H13NO3 195.08954329 
C00033243 2494-12-4 N-Acetyldopamine C10H13NO3 195.08954329 
C00033243 2494-12-4 N-Acetyldopamine C10H13NO3 195.08954329 
C00002488 484-12-8 Osthol || Osthole C15H16O3 244.10994438 
C00002488 484-12-8 Osthol || Osthole C15H16O3 244.10994438 
C00002488 484-12-8 Osthol || Osthole C15H16O3 244.10994438 
C00002488 484-12-8 Osthol || Osthole C15H16O3 244.10994438 
C00002488 484-12-8 Osthol || Osthole C15H16O3 244.10994438 
C00002488 484-12-8 Osthol || Osthole C15H16O3 244.10994438 
C00003817 520-36-5 Apigenin || 5,7,4'-Trihydroxyflavone C15H10O5 270.05282343 
C00003817 520-36-5 Apigenin || 5,7,4'-Trihydroxyflavone C15H10O5 270.05282343 
C00003817 520-36-5 Apigenin || 5,7,4'-Trihydroxyflavone C15H10O5 270.05282343 
C00003817 520-36-5 Apigenin || 5,7,4'-Trihydroxyflavone C15H10O5 270.05282343 
C00003817 520-36-5 Apigenin || 5,7,4'-Trihydroxyflavone C15H10O5 270.05282343 
C00003817 520-36-5 Apigenin || 5,7,4'-Trihydroxyflavone C15H10O5 270.05282343 
C00029643 51-43-4 Adrenaline || Adrenalin C9H13NO3 183.08954329 
C00029643 51-43-4 Adrenaline || Adrenalin C9H13NO3 183.08954329 
C00029643 51-43-4 Adrenaline || Adrenalin C9H13NO3 183.08954329 
C00029643 51-43-4 Adrenaline || Adrenalin C9H13NO3 183.08954329 
C00029643 51-43-4 Adrenaline || Adrenalin C9H13NO3 183.08954329 
C00029643 51-43-4 Adrenaline || Adrenalin C9H13NO3 183.08954329 
C00001055 4261-42-1 Isoorientin || Homoorientin || Lespecapitioside || Luteolin 6-C-beta-D-glucopyranoside || 2-(3,4-Dihydroxyphenyl)-6-beta-D-glucopyranosyl-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00003869 4712-12-3 Luteolin 3',4'-dimethyl ether || 5,7-Dihydroxy-3',4'-dimethoxyflavone || 2-(3,4-Dimethoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C17H14O6 314.07903818 
C00003914 90745-22-5 Tricetin 4'-methyl ether || 2-(3,5-Dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C16H12O7 316.05830274 
C00004020 100187-67-5 Kuwanone S || Kuwanon S ||  2-[3-(3,7-Dimethyl-2,6-octadienyl)-4-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one || 2-[3-[(2E)-3,7-Dimethyl-2,6-octadienyl]-4-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C25H26O5 406.17802394 
C00004502 150460-69-8 Luteolin 4'-rutinoside || 2-[4-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-3-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O15 594.15847029 
C00005194 71939-16-7 Kaempferol 3,4'-di-O-beta-D-glucopyranoside || Kaempferol 3,4'-diglucoside || 3-(beta-D-Glucopyranosyloxy)-2-[4-(beta-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O16 610.15338491 
C00005398 167278-46-8 Quercetin 3-glucosyl-(1->4)-galactoside || 2-(3,4-Dihydroxyphenyl)-3-[(4-O-beta-D-glucopyranosyl-beta-D-galactopyranosyl)oxy]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O17 626.14829954 
C00005443 123493-51-6 Quercetin 3-rhamnosyl-(1->2)[glucosyl-(1->6)-galactoside] || Quercetin 3-(6'''-rhamnosylgentiobioside) || 3-[(O-6-Deoxy-alpha-L-mannopyranosyl-(1->2)-O-[beta-D-glucopyranosyl-(1->6)]-beta-D-galactopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O21 772.20620834 
C00005447 151261-96-0 Quercetin 3-(2R-apiosylrutinoside) || Quercetin 3-apiosyl-(1->2)-rhamnosyl-(1->6)-glucoside || 3-[(O-D-Apio-beta-D-furanosyl-(1->2)-O-6-deoxy-alpha-L-mannopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C32H38O20 742.19564366 
C00005619 160809-60-9 Dillenetin 3-neohesperidoside || Quercetin 3',4'-dimethyl ether 3-neohesperidoside || 3-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dimethoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C29H34O16 638.18468504 
C00005744 143035-73-8 Myricetin 3-galactoside-3'-rhamnoside || 2-[3-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-4,5-dihydroxyphenyl]-3-(beta-D-galactopyranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O17 626.14829954 
C00005745 146501-37-3 Myricetin 3,4'-diglucoside || 3-(beta-D-Glucopyranosyloxy)-2-[4-(beta-D-glucopyranosyloxy)-3,5-dihydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O18 642.14321416 
C00006104 113349-18-1 6-C-Galactosylluteolin || 2-(3,4-Dihydroxyphenyl)-6-beta-D-galactopyranosyl-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00006355 61950-88-7 8-C-Galactosylluteolin || 2-(3,4-Dihydroxyphenyl)-8-beta-D-galactopyranosyl-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00011156 402954-88-5 Mearnsetin 3-O-(4''-O-acetyl)-alpha-L-rhamnopyranoside || 3-[(4-O-Acetyl-6-deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,5-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C24H24O13 520.12169086 
C00011178 200353-68-0 Myricetin 3,4'-di-O-alpha-L-rhamnopyranoside || 3-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-2-[4-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-3,5-dihydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O16 610.15338491 
C00011180 230283-36-0 Myricetin 4'-methyl ether 3-O-beta-D-galactopyranoside || 2-(3,5-Dihydroxy-4-methoxyphenyl)-3-(beta-D-galactopyranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one C22H22O13 494.10604079 
C00013305 74805-72-4 5,7,2',5'-Tetrahydroxyflavone || 2-(2,5-Dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C15H10O6 286.04773805 
C00013308 82475-00-1 5,7,2',6'-Tetrahydroxyflavone || 2-(2,6-Dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C15H10O6 286.04773805 
C00013431 149182-47-8 Yinyanghuo C || 2-(2,2-Dimethyl-2H-1-benzopyran-6-yl)-5,7-dihydroxy-4H-1-benzopyran-4-one C20H16O5 336.09977362 
C00013561 74805-70-2 5,7,2',3'-Tetrahydroxyflavone || 2-(2,3-Dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C15H10O6 286.04773805 
C00013651 185145-32-8 5,7,2',6'-Tetrahydroxyflavone 2'-O-glucoside || 2-[2-(beta-D-Glucopyranosyloxy)-6-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00013687 173615-24-2 6-Hydroxyluteolin 6-rhamnoside || 6-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00013699 173615-23-1 Hypolaetin 8-rhamnoside || 8-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00013700 219135-83-8 Hypolaetin 8-glucoside-3'-rutinoside || 8-Hydroxyluteolin 8-glucoside-3'-rutinoside || 2-[3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-4-hydroxyphenyl]-8-(beta-D-glucopyranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O21 772.20620834 
C00013712 261912-75-8 Tricetin 3'-rhamnosyl-(1->4)-rhamnoside || 2-[3-[[6-Deoxy-4-O-(6-deoxy-alpha-L-mannopyranosyl)-alpha-L-mannopyranosyl]oxy]-4,5-dihydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O15 594.15847029 
C00013717 368424-64-0 Tricin 4'-apioside || 2-[4-[(D-Apio-beta-D-furanosyl)oxy]-3,5-dimethoxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C22H22O11 462.11621155 
C00013761 189883-00-9 Kaempferol 3-neohesperidoside-4'-glucoside || 3-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-[4-(beta-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O20 756.21129372 
C00013762 288626-57-3 Kaempferol 3-gentiobioside-4'-glucoside || 3-[(6-O-beta-D-Glucopyranosyl-beta-D-glucopyranosyl)oxy]-2-[4-(beta-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O21 772.20620834 
C00013833 201610-60-8 Quercetin 3-O-alpha-D-arabinopyranoside || 3-(alpha-D-Arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C20H18O11 434.08491142 
C00013837 188837-51-6 Artabotryside A || Quercetin 3-rhamnosyl-(1->2)-alpha-L-arabinofuranoside || 3-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-alpha-L-arabinofuranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C26H28O15 580.14282023 
C00013839 219806-32-3 Horridin (flavone) || Quercetin 3-rhamnosyl-(1->2)-rhamnoside || 3-[[6-Deoxy-2-O-(6-deoxy-alpha-L-mannopyranosyl)-alpha-L-mannopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O15 594.15847029 
C00013841 189135-70-4 Quercetin  3-galactosyl-(1->2)-rhamnoside || 3-[(6-Deoxy-2-O-beta-D-galactopyranosyl-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O16 610.15338491 
C00013844 200353-66-8 Quercetin 3-rhamnoside-3'-glucoside || 3-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-2-[3-(beta-D-glucopyranosyloxy)-4-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O16 610.15338491 
C00013846 420113-07-1 Quercetin 3-rhamnosyl-(1->2)-glucosyl-(1->6)-galactoside || 3-[(O-6-Deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-glucopyranosyl-(1->6)-beta-D-galactopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O21 772.20620834 
C00013847 211947-57-8 Quercetin 3-rhamnosyl-(1->6)-glucosyl-(1->6)-galactoside || 3-[(O-6-deoxy-alpha-L-mannopyranosyl-(1->6)-O-beta-D-glucopyranosyl-(1->6)-beta-D-galactopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O21 772.20620834 
C00013848 197250-97-8 Quercetin 3-glucosyl-(1->2)-galactosyl-(1->2)-glucoside || 3-[(O-beta-D-Glucopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O22 788.20112297 
C00013850 366014-83-7 Peruvianoside III || Quercetin 3-glucosyl-(1->2)-[rhamnosyl-(1->6)-galactoside] || 3-[(O-6-Deoxy-alpha-L-mannopyranosyl-(1->6)-O-[beta-D-glucopyranosyl-(1->2)]-beta-D-galactopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O21 772.20620834 
C00013855 420825-83-8 Quercetin 3-rutinoside-3'-apioside || Plantaovaside || 2-[3-(D-Apio-beta-D-furanosyloxy)-4-hydroxyphenyl]-3-[[6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-5,7-dihydroxy-4H-1-benzopyran-4-one C32H38O20 742.19564366 
C00013856 352639-75-9 Quercetin 3,3',4'-triglucoside || 2-[3,4-Bis(beta-D-glucopyranosyloxy)phenyl]-3-(beta-D-glucopyranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one C33H40O22 788.20112297 
C00013862 354527-08-5 Quercetin 3-(4''-malonylrhamnoside) || 3-[[4-O-(Carboxyacetyl)-6-deoxy-alpha-L-mannopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C24H22O14 534.10095541 
C00013864 61891-39-2 Quercetin 3-(2''-acetylrhamnoside) || Quercitryl-2'' acetate || 3-[(2-O-Acetyl-6-deoxy-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C23H22O12 490.11112617 
C00013865 439266-62-3 Quercetin 3-(2''-acetylgalactoside) || 3-[(2-O-Acetyl-beta-D-galactopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C23H22O13 506.10604079 
C00013869 200860-88-4 Quercetin 3-(2'',6''-digalloylgalactoside) || 3-[[2,6-Bis-O-(3,4,5-trihydroxybenzoyl)-beta-D-galactopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C35H28O20 768.11739334 
C00013871 175032-96-9 Quercetin 3-(2''-galoylrutinoside) || 3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-2-O-(3,4,5-trihydroxybenzoyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C34H34O20 762.16434353 
C00013872 528606-93-1 Quercetin 3-(6''-malonylneohesperidoside) || Quercetin 3-O-(2''-O-alpha-rhamnosyl-6''-O-malonyl)-beta-glucoside || 3-[[6-O-(carboxyacetyl)-2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C30H32O19 696.15377884 
C00013873 478622-14-9 Quercetin 3-alpha-L-arabinopyranosyl-(1->6)-(2''-(E)-p-coumaroylglucoside) || 3-[[6-O-alpha-L-arabinopyranosyl-2-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C35H34O18 742.17451429 
C00013874 194292-73-4 Quercetin 3-(2G-(E)-p-coumaroylrutinoside) || 3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-2-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C36H36O18 756.19016435 
C00013875 444815-19-4 Monepalin B || Quercetin 3-(2''-(E)-caffeoyl-alpha-L-arabinopyranosyl)-(1->6)-glucoside || 2-(3,4-Dihydroxyphenyl)-3-[[6-O-[2-O-[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]-alpha-L-arabinopyranosyl]-beta-D-glucopyranosyl]oxy]-5,7-dihydroxy-4H-1-benzopyran-4-one C35H34O19 758.16942891 
C00013876 188682-90-8 Madreselvin B || Quercetin 3-(6'''-caffeoylgentiobioside) || 2-(3,4-Dihydroxyphenyl)-3-[[6-O-[6-O-[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl]-beta-D-glucopyranosyl]oxy]-5,7-dihydroxy-4H-1-benzopyran-4-one C36H36O20 788.17999359 
C00013877 365544-18-9 Quercetin 3-(6''-caffeoylsophoroside) || 2-(3,4-Dihydroxyphenyl)-3-[[6-O-[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]-2-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl]oxy]-5,7-dihydroxy-4H-1-benzopyran-4-one C36H36O20 788.17999359 
C00013879 455253-61-9 Quercetin 3-rhamnosyl-(1->6)-(2''-acetylglucoside) || 3-[[2-O-Acetyl-6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C29H32O17 652.1639496 
C00013880 244183-77-5 Euphorbianin || Quercetin 3-(6''-acetylglucosyl)-(1->3)-galactoside || 3-[[3-O-(6-O-Acetyl-beta-D-glucopyranosyl)-beta-D-galactopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C29H32O18 668.15886422 
C00013881 219745-03-6 Quercetin 3-(2''-caffeoylglucoside)-(1->2)-(6''-malonylglucoside) || 3-[[6-O-(Carboxyacetyl)-2-O-[2-O-[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl]-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C39H38O23 874.18038753 
C00013884 197294-29-4 Quercetin 3-(6''''-feruloylglucosyl)-(1->2)-galactosyl-(1->2)-glucoside || 3-[[O-6-O-[(2E)-3-(4-Hydroxy-3-methoxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C43H48O25 964.24846709 
C00013894 479199-50-3 Capilliposide I || Quercetin 3-rhamnosyl-(1->2)-[glucosyl-(1->3)-(4'''-p-coumaroylrhamnosyl)-(1->6)-galactoside] || 3-[[O-beta-D-glucopyranosyl-(1->3)-O-6-deoxy-4-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propenyl]-alpha-L-mannopyranosyl-(1->6)-O-[6-deoxy-alpha-L-mannopyranosyl-(1->2)]-beta-D-galactopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C48H56O27 1064.30089659 
C00013895 252199-99-8 Monochaetin || Monochaetin (Monochaetum) || Diquercetin 3-galactoside ester of tetrahydroxy-my-truxinic acid || 3,3'-[6,6'-O-[[(1alpha,2beta,3beta,4alpha)-3,4-bis(3,4-dihydroxyphenyl)-1,2-cyclobutanediyl]dicarbonyl]bis(beta-D-galactopyranosyloxy)]bis[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C60H52O30 1252.25434033 
C00013966 200353-67-9 Myricetin 3-rhamnoside-3'-glucoside || 3-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-2-[3-(beta-D-glucopyranosyloxy)-4,5-dihydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O17 626.14829954 
C00013980 213314-27-3 Larycitrin 3-alpha-L-arabinofuranoside || Myricetin 3' methyl ether 3-alpha-L-arabinofuranoside || 3-(alpha-L-arabinofuranosyloxy)-2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O12 464.09547611 
C00014016 321690-39-5 Luteolin 6-C-alpha-L-arabinopyranoside || 6-C-alpha-L-Arabinosylluteolin || 6-alpha-L-Arabinopyranosyl-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C20H18O10 418.0899968 
C00014037 53452-16-7 Isovitexin 4'-O-glucoside 2''-O-arabinoside || Vaccarin || 6-(2-O-alpha-L-Arabinopyranosyl-beta-D-glucopyranosyl)-2-[4-(beta-D-glucopyranosyloxy)phenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C32H38O19 726.20072904 
C00014061 605671-18-9 Isoorientin 2''-O-apiofuranoside || 6-(2-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyl)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C26H28O15 580.14282023 
C00014065 259876-00-1 Cassiaoccidentalin B || 6-[6-Deoxy-2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-L-ribo-hexopyranos-3-ulos-1-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C27H28O14 576.14790561 
C00014752 331230-73-0 Distichumtriluteolin || 6-[6-(5,7-Dihydroxy-4-oxo-4H-1-benzopyran-2-yl)-2,3-dihydroxyphenyl]-2-[2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-6-yl]-3,4-dihydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C45H26O18 854.11191403 
C00014753 331230-75-2 Rhizogoniumtriluteolin || 6-[6-(5,7-Dihydroxy-4-oxo-4H-1-benzopyran-2-yl)-2,3-dihydroxyphenyl]-2-[2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-8-yl]-3,4-dihydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C45H26O18 854.11191403 
C00001055 4261-42-1 Isoorientin || Homoorientin || Lespecapitioside || Luteolin 6-C-beta-D-glucopyranoside || 2-(3,4-Dihydroxyphenyl)-6-beta-D-glucopyranosyl-5,7-dihydroxy-4H-1-benzopyran-4-one C21H20O11 448.10056148 
C00003869 4712-12-3 Luteolin 3',4'-dimethyl ether || 5,7-Dihydroxy-3',4'-dimethoxyflavone || 2-(3,4-Dimethoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C17H14O6 314.07903818 
C00003914 90745-22-5 Tricetin 4'-methyl ether || 2-(3,5-Dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one C16H12O7 316.05830274 
C00004020 100187-67-5 Kuwanone S || Kuwanon S ||  2-[3-(3,7-Dimethyl-2,6-octadienyl)-4-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one || 2-[3-[(2E)-3,7-Dimethyl-2,6-octadienyl]-4-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C25H26O5 406.17802394 
C00004502 150460-69-8 Luteolin 4'-rutinoside || 2-[4-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-3-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O15 594.15847029 
