ACANTHACEAE#DICLIPTERA ROXBURGHIANA#KAEMPFEROL
ASCLEPIADACEAE#ANTITOXICUM SCANDENS#KAEMPFEROL
ASCLEPIADACEAE#ANTITOXICUM SIBIRICUM#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-O-BETA-D-XYLOSYL-O-ALPHA-L-ARABINOSIDE
ASCLEPIADACEAE#ASCLEPIAS SYRIACA#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-RHAMNOPYRANOSYL(1-2)-BETA-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOPYRANOSYL(1-2)-BETA-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-BETA-XYLOPYANOSYL(1-2)-BETA-GALACTOPYRANOSIDE
ASCLEPIADACEAE#CARALLUMA ARABICA#KAEMPFEROL-3-O-BETA-D-GLUCOSIDE-4'-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-7-O-NEOHESPERIDOSIDE
ASCLEPIADACEAE#CYNANCHUM CHINENSE#KAEMPFEROL,7-O-ALPHA-L-RHAMNOPYRANOSYL: 3-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL,7-O-ALPHA-L-RHAMNOPYRANOSYL: 3-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL,7-O-ALPHA-L-RHAMNOPYRANOSYL: 3-O-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE
ASCLEPIADACEAE#CYNANCHUM TAIWANIANUM#KAEMPFEROL
ASCLEPIADACEAE#CYNANCHUM VINCETOXICUM#KAEMPFEROL
ASCLEPIADACEAE#DISCHIDIA FORMOSANA#KAEMPFEROL
ASCLEPIADACEAE#GOMPHOCARPUS FRUTICOSUS#KAEMPFEROL
ASCLEPIADACEAE#GYMNEMA SYLVESTRE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-4)-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE
ASCLEPIADACEAE#HOYA BELLA#KAEMPFEROL-3-(FERULYL-DIGLUCOSIDE)#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE#KAEMPFEROL-3-VICIANOSIDE
ASCLEPIADACEAE#HOYA IMPERIALIS#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE
ASCLEPIADACEAE#JANAKIA ARAYALPATHRA#KAEMPFEROL
ASCLEPIADACEAE#LEPTADENIA HETEROPHYLLA#KAEMPFEROL
ASCLEPIADACEAE#MARSDENIA VOLUBILIS#KAEMPFEROL#KAEMPFEROL GLYCOSIDE#KAEMPFEROL-3-O-ALPHA-L-GALACTOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-GALACTOSIDE
ASCLEPIADACEAE#SOLENOSTEMMA ARGEL#KAEMPFEROL#KAEMPFEROL-3-4'-DI-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-RHAMNOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-GLUCURONIDE#KAEMPFEROL-4'-7-DI-O-BETA-D-GLUCOPYRANOSIDE
ASCLEPIADACEAE#TYLOPHORA INDICA#KAEMPFEROL
ASPLENIACEAE#ASPLENIUM BULBIFERUM#KAEMPFEROL-3-7-DI-O-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSIDE-7-O-BETA-D-GALACTOSIDE#KAEMPFEROL-3-O-RHAMNOSIDE-7-O-GLUCOSIDE
ASPLENIACEAE#ASPLENIUM FONTANUM_VAR.OBOVATUM#KAEMPFEROL-3-O-BETA-D-GENTIOBIOSIDE#KAEMPFEROL-3-O-BETA-D-GENTIOBIOSIDE-6'-SULFATE
ASPLENIACEAE#ASPLENIUM KAULFUSSII#KAEMPFEROL-3-O-GLUCOSIDE-7-O-RHAMNOSIDE#KAEMPFEROL-3-O-RHAMNOSIDE-7-O-GLUCOSIDE#KAEMPFEROL-3-O-SOPHOROSIDE-7-O-RHAMNOSIDE
ASPLENIACEAE#ASPLENIUM MARINUM#KAEMPFEROL-3-O-METHYL ETHER-7-O-GLUCOSIDE
ASPLENIACEAE#ASPLENIUM NIDUS#KAEMPFEROL-3-O-GENTIOBIOSIDE-4'-7-BISGLUCOSIDE#KAEMPFEROL-3-O-VICIANOSIDE
ASPLENIACEAE#ASPLENIUM PROLONGATUM#KAEMPFEROL-3-RHAMNOSIDE-7-O-(6-FERULOYL-GLUCOSIDE(1-3)RHAMNOSIDE
ASPLENIACEAE#ASPLENIUM SEPTENTRIONALE#KAEMPFEROL-3-O-SOPHOROSIDE-4'-O-GLUCOSIDE
ASPLENIACEAE#ASPLENIUM TRICHOMANES#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-ARABINOSYL-7-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-ALPHA-RHAMNOSYL-7-O-ALPHA-L-ARABIOSIDE
ASPLENIACEAE#ASPLENIUM TRICHOMANES-RAMOSUM#KAEMPFEROL-3-5-DI-O-GLYCOSIDE#KAEMPFEROL-3-5-O-GLYCOSIDE#KAEMPFEROL-3-7-DI-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-7-DI-O-GLYCOSIDE#KAEMPFEROL-3-7-O-GLYCOSIDE#KAEMPFEROL-3-O-ARABINOSIDE#KAEMPFEROL-3-O-ARABINOSIDE-7-O-RHAMNOSIDE#KAEMPFEROL-3-O-BEA-D-GLUCOSIDE-7-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-GLUCOSIDE-7-O-RHAMNOSIDE
ASPLENIACEAE#CAMPTOSORUS SIBIRICUS#KAEMPFEROL#KAEMPFEROL-3-7-DI-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSIDE-7-RHAMNOSIDE
ASPLENIACEAE#CETERACH OFFICINARUM#KAEMPFEROL#KAEMPFEROL-3-7-DIGLUCOSIDE#KAEMPFEROL-3-O-(6''-MALONYL)-D-GALACTOSIDE#KAEMPFEROL-3-O-(6''-MALONYL)-D-GLUCOSIDE
ASPLENIACEAE#PHYLLITIS SCOLOPENDRIUM#KAEMPFEROL-3-O-(2-O-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-BETA-(4-O-CAFFEOYL-3-O-BETA-D-GLUCOSYL)-GLUCOSIDE)-7-O-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-3)BETA-D-(2-O-CAFFEOYL)GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-3)BETA-D-GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOPYRANOSIDE
ASTERACEAE#ACHILLEA ABROTANOIDES#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ACHILLEA AGERATIFOLIA#KAEMPFEROL
ASTERACEAE#ACHILLEA CHAMAEMELIFOLIA#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ACHILLEA ERIOPHORA#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 4'-6-7-TRIMETHYL ETHER
ASTERACEAE#ACHILLEA GRANDIFOLIA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA KOTSCHYI#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA KOTSCHYI_SSP.CANESCENS#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER
ASTERACEAE#ACHILLEA KOTSCHYI_SSP.KOTCHYI#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA LIGUSTICA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA MICRANTHA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA MILLEFOLIUM#KAEMPFEROL
ASTERACEAE#ACHILLEA MILLEFOLIUM_SSP.LANULOSA#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-4'-6-TEIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA NOBILIS_SSP.KURDICA#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER
ASTERACEAE#ACHILLEA NOBILIS_SSP.NEILREICHII#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA NOBILIS_SSP.SIPYLEA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA ODORATA#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER
ASTERACEAE#ACHILLEA PANNONICA#KAEMPFEROL
ASTERACEAE#ACHILLEA ROSEO-ALBA#KAEMPFEROL,6-HYDROXY-3-4'-6-7-TETRA-O-METHYL:
ASTERACEAE#ACHILLEA SETACEA#KAEMPFEROL,6-HYDROXY-3-4'-6-7-TETRA-O-METHYL:
ASTERACEAE#ACHILLEA SIBIRICA_SSP.MONGOLICA#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER
ASTERACEAE#ACHILLEA SPINULIFOLIA#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER
ASTERACEAE#ACHILLEA UMBELLATA#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHILLEA VIRESCENS_SSP.VIRESCENS#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ACHYROCLINE SATUREIOIDES#KAEMPFEROL
ASTERACEAE#ADENOTHAMNUS VALIDUS#KAEMPFEROL,6-METHOXY: 3-METHYL-ETHER
ASTERACEAE#AGERATINA ADENOPHORA#KAEMPFEROL,6-HYDROXY: 7-(6''-CAFFEOYL-GLUCOSIDE)
ASTERACEAE#AGERATINA CALOPHYLLA#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE
ASTERACEAE#AGERATINA HAVANENSIS#KAEMPFEROL#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL,DIHYDRO: 7-METHYL ETHER 5-O-BETA-D-GLUCOSIDE#KAEMPFEROL-7-METHYL ETHER 5-O-BETA-D-GLUCOSIDE
ASTERACEAE#AGERATINA SALTILLENSIS#KAEMPFEROL,6-METHOXY:#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL,6-METHOXY: 3-O-RHAMNOSIDE#KAEMPFEROL,6-METHOXY: 7-METHYL ETHER#KAEMPFEROL,6-METHOXY: 7-METHYL ETHER 3-O-RHAMNOSIDE
ASTERACEAE#AGERATINA STEVIOIDES#KAEMPFEROL,3-4'-7-TRI-O-METHYL:
ASTERACEAE#AGERATUM CONYZOIDES#KAEMPFEROL#KAEMPFEROL-3-7-DI-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
ASTERACEAE#AGERATUM MEXICANUM#KAEMPFEROL#KAEMPFEROL-3-(O-RHAMNOSYL-GLUCOSIDE)#KAEMPFEROL-3-7-DI-O-BETA-D-GLUCOSIDE
ASTERACEAE#AMBROSIA ARTEMISIIFOLIA#KAEMPFEROL,6-METHOXY:
ASTERACEAE#AMBROSIA ARTEMISIOIDES#KAEMPFEROL#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#AMBROSIA CHAMISSONIS_VAR.BIPINNATISECTA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ANAPHALIS AUREO-PUNCTATA#KAEMPFEROL-3-O-ACETYL-6-O-(PARA-COUMAROYL)-3-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ACETYL-6-O-(PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSIDE
ASTERACEAE#ANAPHALIS CONTORTA#KAEMPFEROL
ASTERACEAE#ANAPHALIS SINICA#KAEMPFEROL-3-O-BETA-D-(6''-O-PARA-COUMAROYL)-GLUCOSIDE
ASTERACEAE#ANAPHALLIS LACTEA#KAEMPFEROL-3-O-[6''-(TRANS-PARA-COUMAROYL)-4''-O-ACETYL]-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-[6''-O-(TRANS-PARA-COUMARYL)]-BETA-D-GLUCOPYRANOSIDE
ASTERACEAE#ANTHEMIS ALTISSIMA#KAEMPFEROL-4'-METHYL ETHER
ASTERACEAE#ANTHEMIS CEARENSIS#KAEMPFEROL
ASTERACEAE#ANTHEMIS COTULA#KAEMPFEROL
ASTERACEAE#ANTHEMIS NOBILIS#KAEMPFEROL
ASTERACEAE#ANTHEMIS TINCTORIA#KAEMPFEROL,6-HYDROXY: 3,4'-6-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER
ASTERACEAE#ANVILLEA GARCINI#KAEMPFEROL,6-METHOXY: 3-O-ALPHA-L-GALACTOSIDE#KAEMPFEROL,6-METHOXY: 3-O-ALPHA-L-RHAMNOGLUCOSIDE
ASTERACEAE#ANVILLEA RADIATA#KAEMPFEROL-6-METHYL ETHER 3-0-BETA-D-GLUCOSIDE
ASTERACEAE#ARCTIUM MINUS#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
ASTERACEAE#ARNICA ACAULIS#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARNICA AMPLEXICAULIS#KAEMPFEROL#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ARNICA AMPLEXICAULIS_SSP.GENUINA#KAEMPFEROL,6-METHOXY: 3-BETA-GLUCOSIDE
ASTERACEAE#ARNICA CERNUA#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARNICA CHAMISSONIS_SSP.CHAMISSONIS#KAEMPFEROL#KAEMPFEROL,4'-6-DIMETHOXY:#KAEMPFEROL,4'-METHYL:#KAEMPFEROL,6-METHOXY:#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ARNICA CHAMISSONIS_SSP.FOLIOSA#KAEMPFEROL#KAEMPFEROL,4'-6-DIMETHOXY:#KAEMPFEROL,4'-METHYL:#KAEMPFEROL,6-METHOXY:#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ARNICA CHAMISSONIS_SSP.FOLIOSA_VAR.INCANA#KAEMPFEROL#KAEMPFEROL,4'-6-DIMETHOXY:#KAEMPFEROL,6-METHOXY: 3-O-(6''-O-ACETYL)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCURONIDE#KAEMPFEROL-3-O-(6''-O-ACETYL)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCURONIDE#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ARNICA CORDIFOLIA#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARNICA GRACILIS#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARNICA LONGIFOLIA#KAEMPFEROL#KAEMPFEROL,6-METHOXY: 3-O-(6''-O-ACETYL)-BETA-D-GLUCOSIDE#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-(6''-O-ACETYL)-BETA-D-GLUCOSIDE
ASTERACEAE#ARNICA MOLLIS#KAEMPFEROL#KAEMPFEROL,4'-6-DIMETHOXY:#KAEMPFEROL,6-METHOXY: 3-O-BETA-GLUCOSIDE#KAEMPFEROL-3-7-DIGLUCOSIDE#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ARNICA MONTANA#KAEMPFEROL,6-METHOXY:#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCURONIDE#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCURONIDE
ASTERACEAE#ARNICA NEVADENSIS#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARNICA PARRYI_SSP.SONNEI#KAEMPFEROL#KAEMPFEROL,4'-6-DIMETHOXY:#KAEMPFEROL,4'-METHYL:#KAEMPFEROL-6-METHYL ETHER
ASTERACEAE#ARNICA RYDBERGII#KAEMPFEROL-6-O-METHOXY-3-O-GLUCOSIDE
ASTERACEAE#ARNICA SACHALINENSIS#KAEMPFEROL#KAEMPFEROL,6-METHOXY: 4-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARNICA SPATHULATA#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARNICA VENOSA#KAEMPFEROL,6-METHOXY: 3-O-GLUCOSIDE
ASTERACEAE#ARTEMISIA ABSINTHIUM#KAEMPFEROL
ASTERACEAE#ARTEMISIA ALBA#KAEMPFEROL#KAEMPFEROL,6-METHOXY:
ASTERACEAE#ARTEMISIA ANNUA#KAEMPFEROL#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARTEMISIA ECHEGARAYI#KAEMPFEROL
ASTERACEAE#ARTEMISIA GLACIALIS#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL
ASTERACEAE#ARTEMISIA GLAUCA#KAEMPFEROL
ASTERACEAE#ARTEMISIA LUDOVICIANA_SSP.INCOMPTA#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ARTEMISIA MENDOZANA#KAEMPFEROL
ASTERACEAE#ARTEMISIA NOVA#KAEMPFEROL
ASTERACEAE#ARTEMISIA SANTOLINIFOLIA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-6-BETA-L-RHAMNOSIDE
ASTERACEAE#ARTEMISIA SANTONICUM#KAEMPFEROL-3-O-GLUCOGALACTOSIDE
ASTERACEAE#ARTEMISIA SCOPARIA#KAEMPFEROL-3-O-BETA-D-GLUCO-GALACTOSIDE
ASTERACEAE#ARTEMISIA TRIDENTATA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#ARTEMISIA TRIDENTATA_SSP.WYOMINGENSIS#KAEMPFEROL
ASTERACEAE#ARTEMISIA VULGARIS#KAEMPFEROL-3-RHAMNOSIDE
ASTERACEAE#ASANTHUS SOLIDAGINIFOLIUS#KAEMPFEROL
ASTERACEAE#ASTER BRACTEOLATUS#KAEMPFEROL#KAEMPFEROL-3-O-RHAMNOSYL-GALACTOSIDE
ASTERACEAE#ASTER FARRERI#KAEMPFEROL
ASTERACEAE#ASTER SUBULATUS_VAR.LIGULATUS#KAEMPFEROL
ASTERACEAE#ASTER TATARICUS#KAEMPFEROL#KAEMPFEROL,3-O-METHYL:
ASTERACEAE#BACCHARIS BIGELOVII#KAEMPFEROL#KAEMPFEROL-4'-7-DIMETHYL ETHER
ASTERACEAE#BACCHARIS HALIMIFOLIA#KAEMPFEROL,3-4'-DIMETHOXY:#KAEMPFEROL,3-7-DIMETHOXY:
ASTERACEAE#BACCHARIS MARITIMA#KAEMPFEROL
ASTERACEAE#BACCHARIS NEAEI#KAEMPFEROL,3-7-DIMETHYL:
ASTERACEAE#BACCHARIS PEDICELLATA#KAEMPFEROL,3-7-DIMETHYL:#KAEMPFEROL,3-METHYL:
ASTERACEAE#BACCHARIS PTERONIOIDES#KAEMPFEROL
ASTERACEAE#BACCHARIS SALICIFOLIA#KAEMPFEROL#KAEMPFEROL-4'-METHYL ETHER
ASTERACEAE#BACCHARIS SAROTHROIDES#KAEMPFEROL#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#BACCHARIS VACCINIOIDES#KAEMPFEROL#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-4'-7-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 6-7-DIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 6-METHYL ETHER#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
ASTERACEAE#BAHIA PRINGLEI#KAEMPFEROL
ASTERACEAE#BALSAMORHIZA DELTOIDEA#KAEMPFEROL-3-O-METHYL ETHER,6-METHOXY:#KAEMPFEROL-7'-O-METHYL ETHER,6-HYDROXY:
ASTERACEAE#BALSAMORHIZA SAGITTATA#KAEMPFEROL,6-HYDROXY-7-METHYL:#KAEMPFEROL,6-METHOXY:
ASTERACEAE#BELLIS PERENNIS#KAEMPFEROL
ASTERACEAE#BOLTONIA ASTEROIDES_VAR.ASTEROIDES#KAEMPFEROL
ASTERACEAE#BRICKELLIA ARGUTA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOGALACTOSIDE
ASTERACEAE#BRICKELLIA ARGUTA_VAR.ODONTOLEPIS#KAEMPFEROL,6-METHOXY: 3-O-BETA-D-ROBINOBIOSIDE
ASTERACEAE#BRICKELLIA CHLOROLEPIS#KAEMPFEROL,6-METHOXY: 3-O-ALPHA-L-RHAMNOGLUCOSIDE
ASTERACEAE#BRICKELLIA COULTERI#KAEMPFEROL
ASTERACEAE#BRICKELLIA DIFFUSA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-RHAMNO-GALACTOSIDE#KAEMPFEROL-3-O-BETA-D-RHAMNO-GLUCOSIDE
ASTERACEAE#BRICKELLIA EUPATORIOIDES#KAEMPFEROL#KAEMPFEROL,3-4'-6-7-TETRAMETHOXY:#KAEMPFEROL,3-4'-6-TRIMETHOXY:#KAEMPFEROL,3-4'-7-METHOXY:#KAEMPFEROL,3-6-7-TRIMETHOXY:#KAEMPFEROL,3-6-DIMETHOXY:
ASTERACEAE#BRICKELLIA LONGIFOLIA#KAEMPFEROL,6-METHOXY: 7-METHYL ETHER#KAEMPFEROL-3-SULFATE,6-METHOXY: 4'-7-DIMETHYL ETHER
ASTERACEAE#BRICKELLIA MONOCEPHALA#KAEMPFEROL,6-METHOXY: 7-METHYL ETHER 3-O-BETA-D-GALACTOSIDE#KAEMPFEROL,6-METHOXY: 7-METHYL ETHER 3-O-BETA-D-GLUCOSYL-GALACTOSIDE
ASTERACEAE#BRICKELLIA SCOPARIA#KAEMPFEROL-6-7-DIMETHYL ETHER-3-O-BETA-D-GLUCOSIDE#KAEMPFEROL-6-METHYL ETHER-3-O-BETA-D-GLUCOSIDE
ASTERACEAE#BRICKELLIA VERNICOSA#KAEMPFEROL,6-7-DIMETHOXY: 3-O-L-RHAMNOSIDE#KAEMPFEROL,6-METHOXY:#KAEMPFEROL,6-METHOXY: 3-O-ALPHA-L-RHAMNOSIDE
ASTERACEAE#BRICKELLIASTRUM FENDLERI#KAEMPFEROL-3-6-7-TRIMETHYL ETHER
ASTERACEAE#BUPHTHALMUM SALICIFOLIUM#KAEMPFEROL,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE
ASTERACEAE#CARDUNCELLUS ERIOCEPHALUS#KAEMPFEROL
ASTERACEAE#CARDUUS ASSOI#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
ASTERACEAE#CARDUUS GETULUS#KAEMPFEROL-3-METHYL ETHER-7-O-ALPHA-L-RHAMNOSIDE
ASTERACEAE#CARDUUS NUTANS#KAEMPFEROL-3-O-ALPHA-L-RHAMNFURANOSIDE
ASTERACEAE#CARDUUS PYCNOCEPHALUS#KAEMPFEROL#KAEMPFEROL-3-4'-DIMETHYL ETHER-7-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
ASTERACEAE#CARTHAMUS LANATUS#KAEMPFEROL-3-O-BETA-SOPHOROSIDE
ASTERACEAE#CARTHAMUS TINCTORIUS#KAEMPFEROL#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIGLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-6-DI-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-6-DIGLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-BUTINOSIDE-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-RUTINOSYL-6-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-(6-1)-RHAMNOSIDE#KAEMPFEROL-3-O-[ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE]#KAEMPFEROL-3-O-[BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE]
ASTERACEAE#CARTHAMUS TINCTORIUS_CV.KENBA#KAEMPFEROL,6-HYDROXY: 3-6-7-TRI-O-BETA-D-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-6-DI-BETA-D-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-6-DI-O-BETA-D-FLUCOSIDE-7-O-BETA-D-GLUCURONIDE#KAEMPFEROL,6-HYDROXY: 3-BETA-RUTINOSIDE-6-BETA-D-GLUCOSIDE#KAEMPFEROL,6-HYDROXY: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSIDE-7-O-BETA-D-GLUCURONIDE#KAEMPFEROL-3-O-BETA-SOPHOROSIDE
ASTERACEAE#CENTAUREA ALEXANDRINA#KAEMPFEROL
ASTERACEAE#CENTAUREA BRACTEATA#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
ASTERACEAE#CENTAUREA CALCITRAPA#KAEMPFEROL
ASTERACEAE#CENTAUREA CHILENSIS#KAEMPFEROL
ASTERACEAE#CENTAUREA CUNEIFOLIA#KAEMPFEROL
ASTERACEAE#CENTAUREA CYANUS#KAEMPFEROL
