a 	b 
Arabidopsis thaliana	Sinapic acid
Arabidopsis thaliana	Sinapine
Arabidopsis thaliana	Sinapoyl-(S)-malate
Arabidopsis thaliana	Sinapoyl-CoA
Arabidopsis thaliana	Sinapyl alcohol
Arabidopsis thaliana	Sinigrin
Arabidopsis thaliana	Sirohydrochlorin
Arabidopsis thaliana	Skimmin
Arabidopsis thaliana	Spermidine
Arabidopsis thaliana	Spermine
Arabidopsis thaliana	Sphinganine
Arabidopsis thaliana	Sphinganine-1-phosphate
Arabidopsis thaliana	Stigmasterol
Arabidopsis thaliana	Succinic acid
Arabidopsis thaliana	Sucrose
Arabidopsis thaliana	Sulfate
Arabidopsis thaliana	Syringaldehyde
Arabidopsis thaliana	Syringic acid
Arabidopsis thaliana	Syringin
Arabidopsis thaliana	Taxifolin
Arabidopsis thaliana	Teasterone
Arabidopsis thaliana	Tetradecanoic acid
Arabidopsis thaliana	Tetrahomomethionine
Arabidopsis thaliana	Tetrahydrofolate
Arabidopsis thaliana	Thalianol
Arabidopsis thaliana	Thujopsene
Arabidopsis thaliana	Trehalose
Arabidopsis thaliana	Tridecanoic acid
Arabidopsis thaliana	Tryptamine
Arabidopsis thaliana	Typhasterol
Arabidopsis thaliana	Tyramine
Arabidopsis thaliana	UDP
Arabidopsis thaliana	UDP-4-keto-6-deoxyglucose
Arabidopsis thaliana	UDP-D-galacturonate
Arabidopsis thaliana	UDP-D-glucose
Arabidopsis thaliana	UDP-D-glucuronate
Arabidopsis thaliana	UDP-D-xylo-4-keto-hexuronate
Arabidopsis thaliana	UDP-D-xylose
Arabidopsis thaliana	UDP-Galactose
Arabidopsis thaliana	UDP-L-threo-4-pentosulose
Arabidopsis thaliana	UDP-Sulfoquinovose
Arabidopsis thaliana	UMP
Arabidopsis thaliana	Ubiquinone 9
Arabidopsis thaliana	Undecanoic acid
Arabidopsis thaliana	Urate
Arabidopsis thaliana	Urea
Arabidopsis thaliana	Uroporphyrinogen III
Arabidopsis thaliana	Vanillic acid
Arabidopsis thaliana	Vanillin
Arabidopsis thaliana	Vetispiradiene
Arabidopsis thaliana	Violaxnathin
Arabidopsis thaliana	Vitamin B3
Arabidopsis thaliana	Warangalone
Arabidopsis thaliana	Xanthosine 5'-monophosphate
Arabidopsis thaliana	Zeatin 7-glucoside
Arabidopsis thaliana	Zeatin 9-glucoside
Arabidopsis thaliana	Zeatin riboside-O-glucoside
Arabidopsis thaliana	Zeatin-9-glucoside-O-glucoside
Arabidopsis thaliana	Zeaxanthin
Arabidopsis thaliana	all-trans-Nonaprenyl diphosphate
Arabidopsis thaliana	alpha,alpha-Trehalose 6-phosphate
Arabidopsis thaliana	alpha-Aminoadipic acid
Arabidopsis thaliana	alpha-Carotene
Arabidopsis thaliana	alpha-D-Galactopyranose
Arabidopsis thaliana	alpha-D-Galactose 1-phosphate
Arabidopsis thaliana	alpha-D-Glucose 1-phosphate
Arabidopsis thaliana	alpha-D-Mannopyranose
Arabidopsis thaliana	alpha-Ketoglutaric acid
Arabidopsis thaliana	alpha-Ketopantoate
Arabidopsis thaliana	alpha-L-Rhamnopyranose
Arabidopsis thaliana	alpha-Thujene
Arabidopsis thaliana	alpha-Tocopherol
Arabidopsis thaliana	beta-Alanine
Arabidopsis thaliana	beta-Amyrin
Arabidopsis thaliana	beta-Caryophyllene
Arabidopsis thaliana	beta-Chamigrene
Arabidopsis thaliana	beta-Myrcene
Arabidopsis thaliana	beta-Sesquiphellandrene
Arabidopsis thaliana	beta-Sitosterol
Arabidopsis thaliana	beta-Tocopherol
Arabidopsis thaliana	caffeoyl-CoA
Arabidopsis thaliana	cis,trans-Xanthoxin
Arabidopsis thaliana	cis-10-Pentadecenoic acid
Arabidopsis thaliana	cis-Aconitic acid
Arabidopsis thaliana	cis-Zeatin
Arabidopsis thaliana	cis-Zeatin riboside monophosphate
Arabidopsis thaliana	dTDP-D-glucose
Arabidopsis thaliana	dTDP-L-rhamnose
Arabidopsis thaliana	delta-Carotene
Arabidopsis thaliana	delta-Tocopherol
Arabidopsis thaliana	delta7-Avenasterol
Arabidopsis thaliana	dihydrokaempferol
Arabidopsis thaliana	ent-7alpha-Hydroxykaur-16-en-19-oic acid
Arabidopsis thaliana	ent-CPP
Arabidopsis thaliana	ent-Kaurene
Arabidopsis thaliana	ent-Kaurenol
Arabidopsis thaliana	gamma-Carotene
Arabidopsis thaliana	gamma-Tocopherol
Arabidopsis thaliana	ketopantoic acid
Arabidopsis thaliana	linalool
Arabidopsis thaliana	meso-2,6-Diaminoheptanedioate
Arabidopsis thaliana	p-Aminobenzoic acid
Arabidopsis thaliana	p-Coumaraldehyde
Arabidopsis thaliana	p-Coumaric acid
Arabidopsis thaliana	p-Coumaroyl CoA
Arabidopsis thaliana	p-Coumaryl alcohol
Arabidopsis thaliana	trans-4-Hydroxy-L-proline
Arabidopsis thaliana	trans-Zeatin
Arabidopsis thaliana	trans-Zeatin riboside monophosphate
Arabidopsis thaliana cv.Columbia	Deoxy phytoprostane J1
Asparagus officinalis	1,2,3-Trithiane-5-carboxylic acid
Asparagus officinalis	2-C-Methyl-D-erythritol 4-phosphate
Asparagus officinalis	AS 1
Asparagus officinalis	Acetoacetyl-CoA
Asparagus officinalis	Acetyl-CoA
Asparagus officinalis	Adenosine
Asparagus officinalis	Ampelopsin
Asparagus officinalis	Apigenin
Asparagus officinalis	Ascorbic acid
Asparagus officinalis	Aspaoligonin A
Asparagus officinalis	Asparagoside A
Asparagus officinalis	Asparagoside B
Asparagus officinalis	Asparagoside C
Asparagus officinalis	Asparagoside D
Asparagus officinalis	Asparagoside F
Asparagus officinalis	Asparagoside G
Asparagus officinalis	Asparagoside H
Asparagus officinalis	Asparagusic acid
Asparagus officinalis	Asparagusic acid anti-S-oxide
Asparagus officinalis	Asparagusic acid syn-S-oxide
Asparagus officinalis	Asparaptine
Asparagus officinalis	Asparasaponin II
Asparagus officinalis	Asparenyol
Asparagus officinalis	CDP-ME
Asparagus officinalis	Capsanthin
Asparagus officinalis	Catechin
Asparagus officinalis	Cinnamic acid
Asparagus officinalis	Cosmosiin
Asparagus officinalis	Coumarin
Asparagus officinalis	DMAPP
Asparagus officinalis	DXP
Asparagus officinalis	Dihydroasparagusic acid
Asparagus officinalis	Farnesyl pyrophosphate
Asparagus officinalis	Ferulic acid
Asparagus officinalis	Glycerol-3-phosphate
Asparagus officinalis	Glycerophosphoglycerol
Asparagus officinalis	HMG-CoA
Asparagus officinalis	IPP
Asparagus officinalis	Isopropyl alcohol
Asparagus officinalis	Kaempferol
Asparagus officinalis	Luteolin
Asparagus officinalis	ME-2,4cPP
Asparagus officinalis	Methylprotodioscin
Asparagus officinalis	Mevalonic acid
Asparagus officinalis	Myricetin
Asparagus officinalis	Naringenin
Asparagus officinalis	Naringenin chalcone
Asparagus officinalis	Officinalisnin I
Asparagus officinalis	Officinalisnin II
Asparagus officinalis	Pantothenic acid
Asparagus officinalis	Physalien
Asparagus officinalis	Phytosulfokine alpha
Asparagus officinalis	Phytosulfokine beta
Asparagus officinalis	Protodioscin
Asparagus officinalis	Protoneodioscin
Asparagus officinalis	Quercetin
Asparagus officinalis	Rutin
Asparagus officinalis	S-Acetyl dihydroasparagusic acid
Asparagus officinalis	Sarsasapogenin N
Asparagus officinalis	Sarsasaponin O
Asparagus officinalis	Taxifolin
Asparagus officinalis	Yamogenin
Asparagus officinalis	Yuccoside C
Asparagus officinalis	dihydrokaempferol
Asparagus officinalis	p-Coumaric acid
Asparagus officinalis	p-Coumaroyl CoA
Asparagus officinalis L.	Asparagoside E
Asparagus officinalis L.	E-beta-carotene
Asparagus officinalis L.	Lutein
Asparagus officinalis L.	Zeaxanthin
Asparagus officinalis L.	alpha-Carotene
Asparagus officinalis L.	delta-Carotene
Bathycoccus prasinos	3'-Dehydrouriolide
Beta vulgaris	(E)-beta-Ocimene
Beta vulgaris	(Z)-3-Hexenyl acetate
Beta vulgaris	(Z)-beta-Ocimene
Beta vulgaris	2',5-Dihydroxy-6,7-methylenedioxyisoflavone
Beta vulgaris	3,3'-Bi-1H-indole-5,5',6,6'-tetrol
Beta vulgaris	3,5-Dihydroxy-6,7-methylenedioxyflavanone
Beta vulgaris	3,9-dihydroxypterocarp-6a-en
Beta vulgaris	3-O-Caffeoylquinic acid
Beta vulgaris	4,5-seco-DOPA
Beta vulgaris	5-Hydroxytryptamine
Beta vulgaris	5-Methoxytryptamine
Beta vulgaris	9-Ribosyl-trans-zeatin
Beta vulgaris	Achyranthoside B
Beta vulgaris	Achyranthoside C
Beta vulgaris	Adipic acid
Beta vulgaris	Betagarin
Beta vulgaris	Betalamic acid
Beta vulgaris	Betanidin
Beta vulgaris	Betanidin-quinone
Beta vulgaris	Betanin
Beta vulgaris	Betavulgarin
Beta vulgaris	Betavulgarin glucoside
Beta vulgaris	Betavulgarin xyloside
Beta vulgaris	Betavulgaroside II
Beta vulgaris	Betavulgaroside III
Beta vulgaris	Betavulgaroside IV
Beta vulgaris	Betavulgaroside V
Beta vulgaris	Betavulgaroside VI
Beta vulgaris	Betavulgaroside VII
Beta vulgaris	Betavulgaroside VIII
Beta vulgaris	Betavulgaroside X
Beta vulgaris	Bethoside A
Beta vulgaris	Bethoside B
Beta vulgaris	Bethoside C
Beta vulgaris	Caffeic acid
Beta vulgaris	Calenduloside E
Beta vulgaris	Cyclo-DOPA
Beta vulgaris	DOPA-betaxanthin
Beta vulgaris	Dihydrocaffeic acid
Beta vulgaris	Dihydroxyphenylalanine
Beta vulgaris	Dopaxanthin-quinone
Beta vulgaris	Eugenol
Beta vulgaris	Fagopyritol B2
Beta vulgaris	Ferulic acid
Beta vulgaris	Galactinol
Beta vulgaris	Glutaric acid
Beta vulgaris	Humilixanthin
Beta vulgaris	Indole-3-carboxylic acid
Beta vulgaris	Inosine
Beta vulgaris	Leuko-DOPA-chrome-glucoside
Beta vulgaris	Limonene
Beta vulgaris	Malonic acid
Beta vulgaris	Melatonin
Beta vulgaris	Methyl salicylate
Beta vulgaris	Musca-aurin VII
Beta vulgaris	N6-(delta2-Isopentenyl)adenine
Beta vulgaris	Octacosan-1-ol
Beta vulgaris	Oleanolic acid
Beta vulgaris	Pennogenin 3-O-beta-chacotrioside
Beta vulgaris	Phenylalaninebetaxanthin
Beta vulgaris	Polygonatoside B3
Beta vulgaris	Polypodine B
Beta vulgaris	Prebetanin
Beta vulgaris	Protodioscin
Beta vulgaris	Skatole
Beta vulgaris	Sucrose
Beta vulgaris	Tryptamine
Beta vulgaris	Tyrosine-betaxanthin
Beta vulgaris	Valinebetaxanthin
Beta vulgaris	Viscic acid
Beta vulgaris	Vitexin 6''-O-malonyl 2''-O-xyloside
Beta vulgaris	Vulgaxanthin I
Beta vulgaris	Vulgaxanthin-II
Beta vulgaris	acetidine 2-carboxylic acid
Beta vulgaris	alpha-Farnesene
Beta vulgaris	cis-3-Hexen-1-ol
Beta vulgaris	linalool
Beta vulgaris	m-Cymene
Beta vulgaris	o-DOPA-quinone
Beta vulgaris L. var. saccharifera	p-Coumaric acid
Beta vulgaris L.	Miraxanthin V
Beta vulgaris var. lutea	Asparaginebetaxanthin
Beta vulgaris var. lutea	Vulgaxanthin IV
Beta vulgaris ssp. vulgaris	4-Aminobutanoic acid betaxanthin
Beta vulgaris ssp. vulgaris var. conditiva	Neobetanin
Beta vulgaris ssp. Vulgaris	Tryptophanbetaxanthin
Brassica napus	(1-Methoxyindol-3-yl)methyl isothiocyanate
Brassica napus	1-Butene-4-isothiocyanate
Brassica napus	3beta-Hydroxystigmast-5-en-7-one
Brassica napus	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
Brassica napus	4-Coumaroyl CoA
Brassica napus	4-Methoxyglucobrassicin
Brassica napus	4-Metyl-5-(beta-hydroxyethyl)thiazole
Brassica napus	4-Metyl-5-(beta-hydroxyethyl)thiazole phosphate
Brassica napus	4-Pentenyl isothiocyanate
Brassica napus	4-hydroxyglucobrassicin
Brassica napus	Acetaldehyde
Brassica napus	Benzenepropanenitrile
Brassica napus	Brassicasterol
Brassica napus	Brassinolide
Brassica napus	Campesterol
Brassica napus	Canolol
Brassica napus	Cinnamate
Brassica napus	Cyclobrassinin
Brassica napus	Flavanone
Brassica napus	Gibberellin A1
Brassica napus	Gibberellin A15
Brassica napus	Gibberellin A17
Brassica napus	Gibberellin A19
Brassica napus	Gibberellin A20
Brassica napus	Gibberellin A29
Brassica napus	Gibberellin A3
Brassica napus	Gibberellin A34
Brassica napus	Gibberellin A4
Brassica napus	Gibberellin A44
Brassica napus	Gibberellin A51
Brassica napus	Gibberellin A53
Brassica napus	Gibberellin A8
Brassica napus	Glucobrassicanapin
Brassica napus	Glucobrassicin
Brassica napus	Isorhamnetin 3-O-beta-glucopyranoside-7-O-alpha-rhamnopyranoside
Brassica napus	Isorhamnetin 3-sophoroside-7-glucoside
Brassica napus	Isorhamnetin 7-O-beta-D-glucopyranoside
Brassica napus	Jasmonic acid
Brassica napus	Kaempferol 3-(2''-sinapylglucoside)-7-sophoroside
Brassica napus	Kaempferol 3-O-sophoroside 7-O-beta-D-glucopyranoside:Kaempferol 3-sophoroside-7-glucoside
Brassica napus	Leucocyanidin
Brassica napus	Lycopene
Brassica napus	Malonyl-CoA
Brassica napus	Methoxybrassinin
Brassica napus	Narcissoside
Brassica napus	Naringenin chalcone
Brassica napus	Neoglucobrassicin
Brassica napus	Nervonic acid
Brassica napus	Pelargonidin
Brassica napus	Quercetin 3-(2-sinapoylsophoroside) 7-glucoside
Brassica napus	Quercetin 3-sophoroside-7-glucoside
Brassica napus	cis-3-Hexen-1-ol
Brassica napus	p-Coumaric acid
Brassica napus var. napobrassica	4-Methoxyglucobrassicin
Brassica napus var. napobrassica	4-hydroxyglucobrassicin
Brassica napus var. napobrassica	5-Methylthiopentylglucosinolate
Brassica napus var. napobrassica	CIF 3
Brassica napus var. napobrassica	Glucobrassicanapin
Brassica napus var. napobrassica	Glucobrassicin
Brassica napus var. napobrassica	Glucocheirolin
Brassica napus var. napobrassica	Glucoerysolin
Brassica napus var. napobrassica	Gluconapoleiferin
Brassica napus var. napobrassica	Neoglucobrassicin
Brassica napus var. purple top	4-Methoxyglucobrassicin
Brassica napus var. napus	Progoitrin
Brassica napus ssp. rapifera	Camalexin
Brassica napus ssp. rapifera	D-Trp
Brassica napus var. rapifera	Glucoiberin
Brassica napus L.	Gluconapin
Brassica napus L.ssp.rapifera	Brassicanal A
Brassica napus L.ssp.rapifera	Brassicanate A
Brassica napus L.ssp.rapifera	Brassilexin
Brassica napus L.ssp.rapifera	Brassinin
Brassica napus L.ssp.rapifera	Isalexin
Brassica napus L.ssp.rapifera	Rutalexin
Brassica napus L.ssp.rapifera	S-(-)-Spirobrassinin
Brassica napus spp.rapifera	Brassicanate A
Brassica napus spp.rapifera	Isalexin
Brassica napus spp.rapifera	Rutalexin
Brassica napus var.napobrassica	Methyl 11-eicosenoate
Brassica napus ssp. Oleifera	1-Methoxy-3,3'-methylenediindole
Brassica napus ssp. Oleifera	1-Methoxy-3-(methoxymethyl)-1H-indole
Brassica napus ssp. Oleifera	Dihydroascorbigen
Brassica napus ssp. oleifera	1-Methoxy-1H-indole-3-methanol
Brassica napus ssp. oleifera	5-Methoxy-2-(methylthio)-1,3-thiazino[6,5-b]indole
Brassica napus ssp. oleifera	Dihydroneoascorbigen
Brassica napus ssp. oleiferainfected	Dehydrocyclobrassinin
Brassica oleracea	1-Methoxyspirobrassinin
Brassica oleracea	15-Nonacosanone
Brassica oleracea	2,3-Dihydro-3-hydroxy-3-methylthiazolo[3,2-a]indole-9-carboxaldehyde
Brassica oleracea	2-Methylpropyl glucosinolate
Brassica oleracea	2-Methylthio-N6-(delta2-isopentenyl)adenosine
Brassica oleracea	2-Phenylethylglucosinolate
Brassica oleracea	3-Hydroxyanthranilic acid
Brassica oleracea	4-Methoxybrassinin
Brassica oleracea	4-Methylsulfinylbutyl isothiocyanate
Brassica oleracea	4-hydroxyglucobrassicin
Brassica oleracea	9-Ribosyl-trans-zeatin
Brassica oleracea	Apigenin
Brassica oleracea	Ascorbalamic acid
Brassica oleracea	Biochanin A
Brassica oleracea	Brassicanal A
Brassica oleracea	Brassilexin
Brassica oleracea	Brassinin
Brassica oleracea	Coumestrol
Brassica oleracea	Cyanidin 3-(6'',6'''-disinapylsophoroside)-5-glucoside
Brassica oleracea	Cyanidin 3-(6,6'-disinapoylsophoroside) 5-glucoside
Brassica oleracea	Cyanidin 3-O-sophoroside-5-O-glucoside
Brassica oleracea	Cyanidin 3-[6''-(4-glucosyl-p-coumaryl)sophoroside]-5-glucoside
Brassica oleracea	Cyanidin 3-[6''-(4-glucosylferulyl)-sophoroside]-5-glucoside
Brassica oleracea	Cyclobrassinin
Brassica oleracea	Daidzein
Brassica oleracea	Dioxibrassinin
Brassica oleracea	Epiprogoitrin
Brassica oleracea	Formononetin
Brassica oleracea	Genistein
Brassica oleracea	Glucobrassicanapin
Brassica oleracea	Glucobrassicin
Brassica oleracea	Glucoerucin
Brassica oleracea	Glucoiberin
Brassica oleracea	Glucoiberverin
Brassica oleracea	Gluconapin
Brassica oleracea	Glucoraphanin
Brassica oleracea	Hexacosan-1-ol
Brassica oleracea	Indole-3-acetonitrile
Brassica oleracea	Indole-3-carboxyaldehyde
Brassica oleracea	Indoleacetic acid
Brassica oleracea	Isorhamnetin
Brassica oleracea	Kaempferol
Brassica oleracea	Kaempferol 3-(2'''-(E)-caffeoylglucosyl)-(1->2)-glucoside-7-cellobioside
Brassica oleracea	Kaempferol 3-(2'''-(E)-caffeylsophoroside)-7-glucoside
Brassica oleracea	Kaempferol 3-(2'''-(E)-p-coumarylsophoroside)-7-glucoside
Brassica oleracea	Kaempferol 3-O-sophoroside 7-O-beta-D-glucopyranoside:Kaempferol 3-sophoroside-7-glucoside
Brassica oleracea	Kaempferol 3-[2'''-(E)-ferulylsophoroside]-7-glucoside
Brassica oleracea	Kaempferol 3-sophoroside-7-cellobioside
Brassica oleracea	Luteolin
Brassica oleracea	Methoxybrassinin
Brassica oleracea	Methyl indole-3-acetate
Brassica oleracea	Naringenin
Brassica oleracea	Neoglucobrassicin
Brassica oleracea	Nonacosane
Brassica oleracea	Octacosanal
Brassica oleracea	Patuletin 3-gentiobioside
Brassica oleracea	Progoitrin
Brassica oleracea	Quercetin 3-(2'''-(E)-caffeylsophoroside]-7-glucoside
Brassica oleracea	Quercetin 3-[2'''-(E)-feruloylsophoroside]-7-glucoside
Brassica oleracea	Quercetin 3-sophoroside-7-glucoside
Brassica oleracea	Raphanusol B
Brassica oleracea	Rubrobrassicin
Brassica oleracea	Sinapic acid
Brassica oleracea	Sinigrin
Brassica oleracea	Sucrose
Brassica oleracea	Triacontanal
Brassica oleracea	Triacontanol
Brassica oleracea	n-Butyl glucosinolate
Brassica oleracea var.botrytis	1-Methoxybrassitin
Brassica oleracea var.botrytis	Brassicanal C
Brassica oleracea var.botrytis	Caulilexin C
Brassica oleracea var.botrytis	Isalexin
Brassica oleracea var.botrytis	S-(-)-Spirobrassinin
Brassica oleracea var.capitata	3-Methylsulfinyl propyl isothiocyanate
Brassica oleracea var.capitata	3-O-Caffeoylquinic acid
Brassica oleracea var.capitata	Indole-3-acetaldehyde
Brassica oleracea var. gemmifera	Brussalexin A
Brassica oleracea var. gemmifera	Ginnone
Brassica oleracea var. gemmifera	Glucobrassicin
Brassica oleracea var. gemmifera	Glucoiberverin
Brassica oleracea var. gemmifera	Glucoputranjivin
Brassica oleracea var. gemmifera	Glucoraphanin
Brassica oleracea var. gemmifera	Neoglucobrassicin
Brassica oleracea var. botrytis	5-Hydroxyglucobrassicin
Brassica oleracea var. botrytis	5-Methoxyglucobrassicin
Brassica oleracea var. botrytis	Glucobrassicin
Brassica oleracea var. botrytis	Glucocapparin
Brassica oleracea var. botrytis	Glucocheirolin
Brassica oleracea var. botrytis	Glucoiberverin
Brassica oleracea var. botrytis	Glucoraphanin
Brassica oleracea var. botrytis	Neoglucobrassicin
Brassica oleracea var. botrytis	Sinapoylspermine
Brassica oleracea L. var. botrytis subvar. Cauliflora DC	Glucobrassicin
Brassica oleracea L. var. botrytis subvar. Cauliflora DC	Neoglucobrassicin
Brassica oleracea var. gongylodes	4-Methoxyglucobrassicin
Brassica oleracea var. gongylodes	4-hydroxybenzoic acid
Brassica oleracea var. gongylodes	5-Hydroxyglucobrassicin
Brassica oleracea var. gongylodes	5-Methoxyglucobrassicin
Brassica oleracea var. gongylodes	5-Methylsulfinylpentyl glucosinolate
Brassica oleracea var. gongylodes	Benzoic acid
Brassica oleracea var. gongylodes	Benzylglucosinolate
Brassica oleracea var. gongylodes	Caffeic acid
Brassica oleracea var. gongylodes	Cinnamate
Brassica oleracea var. gongylodes	Cyclobrassinone
Brassica oleracea var. gongylodes	E-beta-carotene
Brassica oleracea var. gongylodes	Glucobrassicin
Brassica oleracea var. gongylodes	Glucoiberverin
Brassica oleracea var. gongylodes	Lutein
Brassica oleracea var. gongylodes	Neoglucobrassicin
Brassica oleracea var. gongylodes	Quercetin
Brassica oleracea var. gongylodes	p-Coumaric acid
Brassica oleracea var. capitata	Bis(1-methylethyl) disulfide
Brassica oleracea var. capitata	Glucobrassicin
Brassica oleracea var. capitata	Glucoerucin
Brassica oleracea var. capitata	Glucoiberverin
Brassica oleracea var. capitata	Glucoraphanin
Brassica oleracea var. capitata	Progoitrin
Brassica oleracea var. capitata	Sinigrin
Brassica oleracea L. ssp. Botrytis	2-Aminoethanol
Brassica oleracea L. ssp. Botrytis	4-hydroxybenzoic acid
Brassica oleracea L. ssp. Botrytis	5-Oxoproline
Brassica oleracea L. ssp. Botrytis	Cellobiose
Brassica oleracea L. ssp. Botrytis	D-Galactose
Brassica oleracea L. ssp. Botrytis	D-Mannose
Brassica oleracea L. ssp. Botrytis	D-Xylose
Brassica oleracea L. ssp. Botrytis	Ferulic acid
Brassica oleracea L. ssp. Botrytis	GABA
Brassica oleracea L. ssp. Botrytis	Glycolic acid
Brassica oleracea L. ssp. Botrytis	Mannitol
Brassica oleracea L. ssp. Botrytis	Raffinose
Brassica oleracea L. ssp. Botrytis	Ribitol
Brassica oleracea L. ssp. Botrytis	Salicylic acid
Brassica oleracea L. ssp. Botrytis	Trehalose
Brassica oleracea L. ssp. Botrytis	Vitamin B3
Brassica oleracea L. ssp. Botrytis	beta-Alanine
Brassica oleracea L.var.Botrytis	Phytoene
Brassica oleracea var. italica	1,2,2'-Trisinapoylgentiobiose
Brassica oleracea var. italica	4-Hydroxyproline
Brassica oleracea var. italica	Inositol
Brassica oleracea var. italica	Octadecanoic acid
Brassica oleracea var. italica	Palmitic acid
Brassica oleracea var. italica	Phylloquinone
Brassica oleracea var. italica	Quinic acid
Brassica oleracea var. italica	Retinol
Brassica oleracea var. italica	alpha-Tocopherol
Brassica oleracea var. italica	gamma-Tocopherol
Brassica oleracea var. sabauda	Glucoiberverin
Brassica oleraceae	2-Propenyl glucosinolate
Brassica oleraceae	Sinigrin
Brassica oleracea var. botrytis italica	Quercetin 3-O-sophoroside
Brassica oleracea var. botrytis italica	Quercetin-3-O-glucoside
Brassica oleracea var. costata	Quercetin-3-O-glucoside
Brassica oleracea var. capitata f. alba	Quercetin 3-O-sophoroside
Brassica oleracea var. acephala	Quercetin 3-O-sophoroside
Brassica oleracea var. napobrassica	Glucoerucin
Brassica oleracea var.gemmintera	Nonacosan-15-ol
Brassica oleracea cv. botrytis	1,2-Dihydrothiazolo[2',3':2,3]pyrimido[4,5-b]indole-1-carboxylic acid
Brassica oleracea cv. botrytis	CIF 2
Brassica rapa	1-Methoxybrassitin
Brassica rapa	2,3-Dihydro-3-hydroxy-3-methylthiazolo[3,2-a]indole-9-carboxaldehyde
Brassica rapa	2-Phenylethylglucosinolate
Brassica rapa	4-Methoxybrassinin
Brassica rapa	4-Methoxyglucobrassicin
Brassica rapa	4-hydroxyglucobrassicin
Brassica rapa	5-Methylsulfinylpentyl glucosinolate
Brassica rapa	Arvelexin
Brassica rapa	Brassicanal A
Brassica rapa	Brassilexin
Brassica rapa	Brassinin
Brassica rapa	Caulilexin C
Brassica rapa	Cyclobrassinin
Brassica rapa	Epiprogoitrin
Brassica rapa	Glucobrassicanapin
Brassica rapa	Glucobrassicin
Brassica rapa	Glucoerucin
Brassica rapa	Glucoiberin
Brassica rapa	Glucoiberverin
Brassica rapa	Gluconapin
Brassica rapa	Gluconapoleiferin
Brassica rapa	Glucoraphanin
Brassica rapa	Indole-3-acetonitrile
Brassica rapa	Isorhamnetin 3,7-di-O-beta-glucopyranoside
Brassica rapa	Kaempferol 3-O-sophoroside 7-O-beta-D-glucopyranoside:Kaempferol 3-sophoroside-7-glucoside
